Device,Device Group,First Name,Date,Log Time,DateTime,Record Type,Speed,Longitude,Latitude,Reason for Log,Ignition,Aux1,Aux2,Aux3,Aux4,Aux5,Aux6,Aux7,Aux8,Valid,Valid GPS,Debug Record,Engine Diagnostic,Controller,Failure Mode,Engine Status
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",12:22:55 AM,02-11-2022 00:22:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",12:52:55 AM,02-11-2022 00:52:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",1:22:56 AM,-,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",1:52:54 AM,02-11-2022 01:52:54,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",2:22:56 AM,02-11-2022 02:22:56,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",2:52:55 AM,02-11-2022 02:52:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:22:55 AM,02-11-2022 03:22:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:05 AM,02-11-2022 03:53:05,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",4:22:56 AM,02-11-2022 04:22:56,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",4:52:55 AM,02-11-2022 04:52:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",5:22:55 AM,02-11-2022 05:22:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",5:52:55 AM,02-11-2022 05:52:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",6:22:55 AM,02-11-2022 06:22:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",6:52:55 AM,02-11-2022 06:52:55,GpsRecord,0,-93.12843,44.96801,ConnectedToServer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:09 AM,02-11-2022 07:11:09,GpsRecord,0,-93.12843,44.96801,Ignition,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:11 AM,02-11-2022 07:11:11,GpsRecord,0,-93.12827,44.96830,Next,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:16 AM,02-11-2022 07:11:16,GpsRecord,1,-93.12824,44.96830,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:19 AM,02-11-2022 07:11:19,GpsRecord,0,-93.12824,44.96830,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:28 AM,02-11-2022 07:11:28,GpsRecord,1,-93.12822,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:29 AM,02-11-2022 07:11:29,GpsRecord,0,-93.12822,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:33 AM,02-11-2022 07:11:33,GpsRecord,1,-93.12824,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:34 AM,02-11-2022 07:11:34,GpsRecord,0,-93.12824,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:11:54 AM,02-11-2022 07:11:54,GpsRecord,1,-93.12824,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:12:02 AM,02-11-2022 07:12:02,GpsRecord,12,-93.12799,44.96840,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:12:11 AM,02-11-2022 07:12:11,GpsRecord,3,-93.12760,44.96830,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:12:20 AM,02-11-2022 07:12:20,GpsRecord,2,-93.12758,44.96824,ConnectedToServer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:12:22 AM,02-11-2022 07:12:22,GpsRecord,0,-93.12760,44.96824,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:12:23 AM,02-11-2022 07:12:23,GpsRecord,1,-93.12760,44.96827,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:12:24 AM,02-11-2022 07:12:24,GpsRecord,0,-93.12760,44.96827,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:12 AM,02-11-2022 07:13:12,GpsRecord,1,-93.12758,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:13 AM,02-11-2022 07:13:13,GpsRecord,0,-93.12758,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:17 AM,02-11-2022 07:13:17,GpsRecord,1,-93.12758,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:18 AM,02-11-2022 07:13:18,GpsRecord,0,-93.12758,44.96832,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:25 AM,02-11-2022 07:13:25,GpsRecord,1,-93.12755,44.96835,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:26 AM,02-11-2022 07:13:26,GpsRecord,0,-93.12755,44.96835,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:35 AM,02-11-2022 07:13:35,GpsRecord,1,-93.12753,44.96835,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:41 AM,02-11-2022 07:13:41,GpsRecord,0,-93.12755,44.96824,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:13:43 AM,02-11-2022 07:13:43,GpsRecord,0,-93.12755,44.96824,Ignition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:16:40 AM,02-11-2022 07:16:40,GpsRecord,0,-93.12755,44.96824,Ignition,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:16:42 AM,02-11-2022 07:16:42,GpsRecord,4,-93.12755,44.96824,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:16:47 AM,02-11-2022 07:16:47,GpsRecord,11,-93.12755,44.96824,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:00 AM,02-11-2022 07:17:00,GpsRecord,15,-93.12771,44.96724,Next,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:07 AM,02-11-2022 07:17:07,GpsRecord,10,-93.12775,44.96686,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:12 AM,02-11-2022 07:17:12,GpsRecord,0,-93.12775,44.96679,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:23 AM,02-11-2022 07:17:23,GpsRecord,2,-93.12778,44.96676,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:29 AM,02-11-2022 07:17:29,GpsRecord,8,-93.12781,44.96658,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:37 AM,02-11-2022 07:17:37,GpsRecord,10,-93.12819,44.96655,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:43 AM,02-11-2022 07:17:43,GpsRecord,0,-93.12840,44.96655,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:17:59 AM,02-11-2022 07:17:59,GpsRecord,0,-93.12840,44.96655,ConnectedToServer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:11 AM,02-11-2022 07:19:11,GpsRecord,0,-93.12843,44.96655,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:12 AM,02-11-2022 07:19:12,GpsRecord,4,-93.12843,44.96655,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:15 AM,02-11-2022 07:19:15,GpsRecord,11,-93.12860,44.96653,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:19 AM,02-11-2022 07:19:19,GpsRecord,11,-93.12878,44.96645,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:25 AM,02-11-2022 07:19:25,GpsRecord,14,-93.12860,44.96627,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:33 AM,02-11-2022 07:19:33,GpsRecord,16,-93.12791,44.96622,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:38 AM,02-11-2022 07:19:38,GpsRecord,15,-93.12753,44.96632,CurveTimeOut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:40 AM,02-11-2022 07:19:40,GpsRecord,10,-93.12743,44.96637,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:43 AM,02-11-2022 07:19:43,GpsRecord,11,-93.12730,44.96645,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:48 AM,02-11-2022 07:19:48,GpsRecord,16,-93.12732,44.96673,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:19:57 AM,02-11-2022 07:19:57,GpsRecord,12,-93.12730,44.96727,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:01 AM,02-11-2022 07:20:01,GpsRecord,11,-93.12714,44.96742,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:09 AM,02-11-2022 07:20:09,GpsRecord,9,-93.12666,44.96745,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:11 AM,02-11-2022 07:20:11,GpsRecord,11,-93.12666,44.96753,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:19 AM,02-11-2022 07:20:19,GpsRecord,0,-93.12675,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:26 AM,02-11-2022 07:20:26,GpsRecord,2,-93.12679,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:43 AM,02-11-2022 07:20:43,GpsRecord,6,-93.12684,44.96768,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:20:50 AM,02-11-2022 07:20:50,GpsRecord,0,-93.12684,44.96768,Ignition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:21:38 AM,02-11-2022 07:21:38,GpsRecord,0,-93.12684,44.96768,Ignition,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:21:40 AM,02-11-2022 07:21:40,GpsRecord,1,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:21:45 AM,02-11-2022 07:21:45,GpsRecord,5,-93.12684,44.96768,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:21:49 AM,02-11-2022 07:21:49,GpsRecord,0,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:21:50 AM,02-11-2022 07:21:50,GpsRecord,0,-93.12684,44.96768,Ignition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:26:57 AM,02-11-2022 07:26:57,GpsRecord,0,-93.12684,44.96768,Ignition,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:26:59 AM,02-11-2022 07:26:59,GpsRecord,1,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:00 AM,02-11-2022 07:27:00,GpsRecord,1,-93.12684,44.96768,CurveTimeOut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:08 AM,02-11-2022 07:27:08,GpsRecord,0,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:09 AM,02-11-2022 07:27:09,GpsRecord,1,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:12 AM,02-11-2022 07:27:12,GpsRecord,7,-93.12684,44.96768,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:19 AM,02-11-2022 07:27:19,GpsRecord,8,-93.12684,44.96768,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:27 AM,02-11-2022 07:27:27,GpsRecord,0,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:29 AM,02-11-2022 07:27:29,GpsRecord,1,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:32 AM,02-11-2022 07:27:32,GpsRecord,0,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:33 AM,02-11-2022 07:27:33,GpsRecord,1,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:37 AM,02-11-2022 07:27:37,GpsRecord,2,-93.12684,44.96768,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:42 AM,02-11-2022 07:27:42,GpsRecord,10,-93.12684,44.96768,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:49 AM,02-11-2022 07:27:49,GpsRecord,0,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:56 AM,02-11-2022 07:27:56,GpsRecord,1,-93.12684,44.96768,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:27:57 AM,02-11-2022 07:27:57,GpsRecord,1,-93.12645,44.96804,Next,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:28:03 AM,02-11-2022 07:28:03,GpsRecord,21,-93.12637,44.96781,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:28:13 AM,02-11-2022 07:28:13,GpsRecord,34,-93.12643,44.96666,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",7:28:27 AM,02-11-2022 07:28:27,GpsRecord,32,-93.12645,44.96492,ConnectedToServer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
