Device,Device Group,First Name,Date,Log Time,DateTime,Record Type,Speed,Longitude,Latitude,Reason for Log,Ignition,Aux1,Aux2,Aux3,Aux4,Aux5,Aux6,Aux7,Aux8,Valid,Valid GPS,Debug Record,Engine Diagnostic,Controller,Failure Mode,Engine Status
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:07 PM,02-11-2022 15:47:07,GpsRecord,0,-93.07151,44.92480,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:26 PM,02-11-2022 15:47:26,GpsRecord,2,-93.07151,44.92477,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:28 PM,02-11-2022 15:47:28,GpsRecord,10,-93.07136,44.92477,CurveTimeOut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:34 PM,02-11-2022 15:47:34,GpsRecord,14,-93.07092,44.92480,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:40 PM,02-11-2022 15:47:40,GpsRecord,0,-93.07069,44.92480,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:45 PM,02-11-2022 15:47:45,GpsRecord,1,-93.07069,44.92480,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:52 PM,02-11-2022 15:47:52,GpsRecord,6,-93.07052,44.92482,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:47:57 PM,02-11-2022 15:47:57,GpsRecord,0,-93.07041,44.92482,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:48:35 PM,02-11-2022 15:48:35,GpsRecord,1,-93.07041,44.92482,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:48:43 PM,02-11-2022 15:48:43,GpsRecord,11,-93.07011,44.92485,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:48:53 PM,02-11-2022 15:48:53,GpsRecord,0,-93.06992,44.92485,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:48:58 PM,02-11-2022 15:48:58,GpsRecord,1,-93.06992,44.92485,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:04 PM,02-11-2022 15:49:04,GpsRecord,11,-93.06969,44.92485,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:09 PM,02-11-2022 15:49:09,GpsRecord,2,-93.06949,44.92485,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:12 PM,02-11-2022 15:49:12,GpsRecord,9,-93.06939,44.92482,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:19 PM,02-11-2022 15:49:19,GpsRecord,4,-93.06911,44.92482,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:25 PM,02-11-2022 15:49:25,GpsRecord,0,-93.06908,44.92477,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:26 PM,02-11-2022 15:49:26,GpsRecord,1,-93.06908,44.92475,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:32 PM,02-11-2022 15:49:32,GpsRecord,22,-93.06905,44.92442,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:39 PM,02-11-2022 15:49:39,GpsRecord,7,-93.06905,44.92408,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:44 PM,02-11-2022 15:49:44,GpsRecord,7,-93.06905,44.92388,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:47 PM,02-11-2022 15:49:47,GpsRecord,8,-93.06901,44.92395,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:53 PM,02-11-2022 15:49:53,GpsRecord,22,-93.06903,44.92411,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:49:58 PM,02-11-2022 15:49:58,GpsRecord,14,-93.06903,44.92470,CurveTimeOut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:03 PM,02-11-2022 15:50:03,GpsRecord,0,-93.06911,44.92480,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:26 PM,02-11-2022 15:50:26,GpsRecord,2,-93.06913,44.92485,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:28 PM,02-11-2022 15:50:28,GpsRecord,12,-93.06924,44.92488,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:30 PM,02-11-2022 15:50:30,GpsRecord,19,-93.06941,44.92488,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:44 PM,02-11-2022 15:50:44,GpsRecord,0,-93.07011,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:50 PM,02-11-2022 15:50:50,GpsRecord,1,-93.07011,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:55 PM,02-11-2022 15:50:55,GpsRecord,17,-93.07039,44.92490,CurvePositionEstimateError,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:50:57 PM,02-11-2022 15:50:57,GpsRecord,18,-93.07059,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:51:03 PM,02-11-2022 15:51:03,GpsRecord,0,-93.07085,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:52:47 PM,02-11-2022 15:52:47,GpsRecord,1,-93.07085,44.92490,CurvePositionEstimateError,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:52:50 PM,02-11-2022 15:52:50,GpsRecord,8,-93.07092,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:52:54 PM,02-11-2022 15:52:54,GpsRecord,0,-93.07103,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:52:56 PM,02-11-2022 15:52:56,GpsRecord,1,-93.07103,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:00 PM,02-11-2022 15:53:00,GpsRecord,6,-93.07113,44.92488,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:04 PM,02-11-2022 15:53:04,GpsRecord,0,-93.07118,44.92485,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:29 PM,02-11-2022 15:53:29,GpsRecord,1,-93.07121,44.92488,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:32 PM,02-11-2022 15:53:32,GpsRecord,4,-93.07126,44.92485,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:34 PM,02-11-2022 15:53:34,GpsRecord,0,-93.07126,44.92485,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:38 PM,02-11-2022 15:53:38,GpsRecord,1,-93.07131,44.92488,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:45 PM,02-11-2022 15:53:45,GpsRecord,0,-93.07124,44.92488,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:47 PM,02-11-2022 15:53:47,GpsRecord,3,-93.07126,44.92488,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:51 PM,02-11-2022 15:53:51,GpsRecord,9,-93.07139,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:53 PM,02-11-2022 15:53:53,GpsRecord,4,-93.07146,44.92495,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:53:56 PM,02-11-2022 15:53:56,GpsRecord,11,-93.07159,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:14 PM,02-11-2022 15:54:14,GpsRecord,11,-93.07266,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:21 PM,02-11-2022 15:54:21,GpsRecord,0,-93.07294,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:26 PM,02-11-2022 15:54:26,GpsRecord,2,-93.07298,44.92490,CurveTimeOut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:33 PM,02-11-2022 15:54:33,GpsRecord,9,-93.07323,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:40 PM,02-11-2022 15:54:40,GpsRecord,0,-93.07341,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:45 PM,02-11-2022 15:54:45,GpsRecord,3,-93.07343,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:50 PM,02-11-2022 15:54:50,GpsRecord,16,-93.07377,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:54:54 PM,02-11-2022 15:54:54,GpsRecord,7,-93.07400,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:00 PM,02-11-2022 15:55:00,GpsRecord,10,-93.07433,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:15 PM,02-11-2022 15:55:15,GpsRecord,0,-93.07474,44.92495,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:16 PM,02-11-2022 15:55:16,GpsRecord,1,-93.07474,44.92495,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:17 PM,02-11-2022 15:55:17,GpsRecord,0,-93.07474,44.92495,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:37 PM,02-11-2022 15:55:37,GpsRecord,1,-93.07479,44.92493,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:40 PM,02-11-2022 15:55:40,GpsRecord,6,-93.07489,44.92488,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:46 PM,02-11-2022 15:55:46,GpsRecord,2,-93.07502,44.92488,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:55 PM,02-11-2022 15:55:55,GpsRecord,12,-93.07540,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:55:59 PM,02-11-2022 15:55:59,GpsRecord,8,-93.07564,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:02 PM,02-11-2022 15:56:02,GpsRecord,12,-93.07581,44.92490,CurvePositionEstimateError,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:17 PM,02-11-2022 15:56:17,GpsRecord,6,-93.07671,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:28 PM,02-11-2022 15:56:28,GpsRecord,7,-93.07717,44.92488,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:34 PM,02-11-2022 15:56:34,GpsRecord,14,-93.07755,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:40 PM,02-11-2022 15:56:40,GpsRecord,6,-93.07781,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:43 PM,02-11-2022 15:56:43,GpsRecord,14,-93.07804,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:48 PM,02-11-2022 15:56:48,GpsRecord,0,-93.07819,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:50 PM,02-11-2022 15:56:50,GpsRecord,6,-93.07825,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:54 PM,02-11-2022 15:56:54,GpsRecord,17,-93.07858,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:56:56 PM,02-11-2022 15:56:56,GpsRecord,11,-93.07874,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:01 PM,02-11-2022 15:57:01,GpsRecord,16,-93.07914,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:03 PM,02-11-2022 15:57:03,GpsRecord,9,-93.07925,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:08 PM,02-11-2022 15:57:08,GpsRecord,15,-93.07965,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:14 PM,02-11-2022 15:57:14,GpsRecord,6,-93.07993,44.92493,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:19 PM,02-11-2022 15:57:19,GpsRecord,14,-93.08025,44.92490,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:23 PM,02-11-2022 15:57:23,GpsRecord,0,-93.08040,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:27 PM,02-11-2022 15:57:27,GpsRecord,3,-93.08042,44.92490,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:30 PM,02-11-2022 15:57:30,GpsRecord,7,-93.08053,44.92488,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:34 PM,02-11-2022 15:57:34,GpsRecord,6,-93.08063,44.92495,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:38 PM,02-11-2022 15:57:38,GpsRecord,21,-93.08063,44.92524,CurveSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:41 PM,02-11-2022 15:57:41,GpsRecord,23,-93.08065,44.92552,CurveTimeOut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:45 PM,02-11-2022 15:57:45,GpsRecord,14,-93.08060,44.92577,CurveBased,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:57:59 PM,02-11-2022 15:57:59,GpsRecord,0,-93.08017,44.92585,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:58:02 PM,02-11-2022 15:58:02,GpsRecord,1,-93.08017,44.92585,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
2047 - 2004 CHEVROLET 2500,PWSTMNTC,,"Nov 02, 2022",3:58:07 PM,02-11-2022 15:58:07,GpsRecord,0,-93.08017,44.92582,CurveZeroSpeed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,, 
